reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a46a1687-b5c1-4956-99a4-829be2a9dc1e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok ok. Aj,3,0,2.25.15.80,2025-09-21 13:19:07,,,2.25.15.80
611c210a-80ad-4ba5-9ec5-ebe01b275830,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,min nomor yang sudah tidak aktif tapi saya mau masuk ke akun saya tanpa kode otp gimana?,1,0,2.25.23.80,2025-09-21 13:18:56,,,2.25.23.80
65a0b40f-ebb5-45e9-bd90-cd62b0acb9e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baru login dan mau kasi nama pas di ACC menghubungkan gabisa masuk ke apk WhatsApp nya !!,1,0,2.25.25.73,2025-09-21 13:18:15,,,2.25.25.73
f88deabf-8c77-4eb0-a346-d25a2495aef2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,2,2.25.25.73,2025-09-21 13:18:13,,,2.25.25.73
f38ec5f7-d018-4be0-8090-bba2a62d90fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.25.73,2025-09-21 13:14:19,,,2.25.25.73
7f0d10a9-bd54-45dd-8adb-ba73761305e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus😴👍👍,5,0,2.25.25.73,2025-09-21 13:14:03,,,2.25.25.73
53f68eda-c4de-4f95-927d-0489eaba7612,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good lah,5,0,2.25.25.73,2025-09-21 13:12:56,,,2.25.25.73
a59a00f9-9961-4b3d-aba6-a2d6941adaf2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,⭐⭐⭐⭐⭐,5,0,2.25.25.73,2025-09-21 13:12:20,,,2.25.25.73
026a7f78-5f06-4336-92fd-6f508ff5c6d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa pakek kualitas HD,4,0,2.25.25.73,2025-09-21 13:11:39,,,2.25.25.73
b4c21b72-fbc2-4fcf-ae12-64a04b104352,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iniii asik banget si,5,0,2.25.13.74,2025-09-21 13:11:38,,,2.25.13.74
5d8b12d7-b32c-4700-825f-2c0d294a833d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya sangat tidak senang dengan pem blokiran akun permanen padahal saya tidak melakukan kesalahan, saya minta kembalikan akun yg penting bagi saya itu",5,0,2.25.25.73,2025-09-21 13:09:13,,,2.25.25.73
087759df-4b5f-4d2d-a1fd-0978ba00429e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.25.73,2025-09-21 13:09:00,,,2.25.25.73
06e2b22b-db71-47ba-8af2-0be19dfeabf6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali,5,0,2.24.25.77,2025-09-21 13:08:37,,,2.24.25.77
5432dda8-f2b8-4abf-9aa5-411135e16a26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"update tolol ngebug anj suka FC pdhl hp spek bagus ,tapi gak pp si lagian gada guna wa cuma buat nyari nomor togel 🗿",2,0,2.25.25.73,2025-09-21 13:08:34,,,2.25.25.73
404c6f57-7630-44fc-addc-6db1912a4a7d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,2.25.25.73,2025-09-21 13:07:49,,,2.25.25.73
3869b061-ad44-4af2-913e-aa5d51ed8732,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mengapa Whatsapp saya tidak bisa di buka min ?,5,0,,2025-09-21 13:06:41,,,
88d6225b-7f04-4a3a-b637-ae166d97cc40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya ingin aplikasi WhatsApp dibenarkan lagi soalnya saya pas kirim pesan selalu gagal,5,0,2.25.25.73,2025-09-21 13:04:45,,,2.25.25.73
044a4269-ffce-4178-a318-eb8f7dc3284d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menurut aku pribadi aplikasi ini bagus tapi pengalaman yg tidak menyenangkan ku adalah ketika ada yg mengirim pesan suara sekali lihat pas di lihat ternyata belum keunduh pesanya pas di unduh juga gak bisa jadinya cuman diem aja gak bisa di apa apain tolong perbaiki bug nya masalahnya walaupun pesan belum di dengar pas keluar gak bisa di buka lagi mohon ya developer,4,0,2.25.18.80,2025-09-21 13:04:27,,,2.25.18.80
15acaceb-6e66-4834-9a9c-09b11e761265,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,5,0,2.25.25.73,2025-09-21 13:04:01,,,2.25.25.73
ce7f4b36-efcc-4866-a0c3-3823d0281b78,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangatt bergunaaaa WA untuk bekomunikasiii,5,0,2.25.18.80,2025-09-21 13:03:53,,,2.25.18.80
16312e46-cf90-4c15-8613-180774043391,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,2.24.23.78,2025-09-21 13:03:38,,,2.24.23.78
09b25f48-d258-4aac-8e8c-6a731b69689b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi whatsapp saya gak bisa d download udah berkali2 gak bisa tolong donk di perbaekin serverny,1,0,2.25.24.78,2025-09-21 13:01:56,,,2.25.24.78
8ca864bd-ad91-4ad7-96be-fb5a23fa1e32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.25.73,2025-09-21 13:01:17,,,2.25.25.73
c1738005-9b25-4215-af4d-e8a99157fc75,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.25.73,2025-09-21 12:58:49,,,2.25.25.73
6f3aea98-ac66-4d7a-8d25-6524682e18cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👎,4,0,2.25.25.73,2025-09-21 12:58:34,,,2.25.25.73
359d8d7d-b0db-4313-a1c9-a679bc54b66e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"luas sama leluasa KLO mau ngbrolnya g da yg mengetahui bisa untuk rahasia juga.tapi kdng kdng mlahan Kya bner bner butuh,eh kok Mlah DA yg spam WhatsApp nya .",5,0,,2025-09-21 12:58:18,,,
bfe02e6e-3c10-47f2-9fbc-f2e490b61b15,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bnget,5,0,2.25.25.73,2025-09-21 12:56:45,,,2.25.25.73
e85d2e68-8926-4a6b-8831-7b94c9046aad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sering eror buat vn,1,0,2.25.25.73,2025-09-21 12:56:31,,,2.25.25.73
78f76e3c-e45d-4efc-a23a-7dc92d67c713,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gabut,5,0,2.25.25.73,2025-09-21 12:56:20,,,2.25.25.73
9594c960-003c-4591-bdf8-310f9c0b89a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini mah seluruh bumi guna bgt 😭😭🫰🫰,5,1,2.25.25.73,2025-09-21 12:56:11,,,2.25.25.73
9f09c3c7-8713-40fe-ad9f-846cf739ca02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semua nya bagus, tapi jika unggah status foto/vidio buram dan pecah, tolong di perbaiki🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",1,0,,2025-09-21 12:55:48,,,
2042bde4-fa53-49a6-8f1e-4f2038ac5dff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Syamsul whatsapp,5,0,2.25.12.74,2025-09-21 12:54:28,,,2.25.12.74
6f49017f-a4d8-4c3a-93ce-a7e64b3aa9a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,akun saya ke blokir permanen padahal saya tidak melanggar kebijakan whatsapp,1,0,2.25.24.78,2025-09-21 12:53:50,,,2.25.24.78
e11efded-811f-4a36-9507-686f7148401a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,2.25.25.73,2025-09-21 12:53:41,,,2.25.25.73
adc24741-85ab-41d9-baee-c612998a2d86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buat status video jadi burik,2,0,2.25.22.80,2025-09-21 12:53:10,,,2.25.22.80
32f32317-bc2c-4321-98e8-227cad86f436,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih wa aku cetan sm cwk,5,0,,2025-09-21 12:52:58,,,
0a33666c-9ba1-49ce-80cc-a84500e4a24d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parah main blocked nomor permanen,1,0,2.25.25.73,2025-09-21 12:52:48,,,2.25.25.73
0f859b11-a514-48c6-aecb-1349b7d087b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat sangat bagus sekali,5,0,2.25.25.73,2025-09-21 12:51:28,,,2.25.25.73
75fd0f1b-6908-4687-a403-59a4b113108c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,top👍👍👍,5,0,2.24.22.78,2025-09-21 12:49:51,,,2.24.22.78
a47205b8-ba26-439b-ab25-d8dbe7fbed9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku kasi bintang 5 karena aku gak tau kenapa,5,0,2.25.18.80,2025-09-21 12:49:43,,,2.25.18.80
fb350366-05a8-4c45-9960-9f41fec5e396,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali,5,0,2.25.25.73,2025-09-21 12:49:27,,,2.25.25.73
91ec9392-8d21-406a-864d-70e33352c23a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa ya saya sudah mendownload versi resmi tetapi di suruh mendownload wa resmi gimna ini WhatsApp,1,0,2.25.25.73,2025-09-21 12:48:50,,,2.25.25.73
a75ad915-69b1-4e52-bae3-e2a37a0aed79,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,2.24.10.85,2025-09-21 12:48:39,,,2.24.10.85
b4008972-7c5b-451b-b0bf-92c371d57e0f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku saranin jangan download aplikasi whatsapp ini banyak nomor yang nggak dikenal masuk tiba-tiba nagih hutang padahal kita nggak ada utang sama orang WhatsApp bangset,1,0,2.25.16.82,2025-09-21 12:48:39,,,2.25.16.82
3416ba8f-fa22-4a29-b617-46c10a926e50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-09-21 12:48:35,,,
4049b7c3-59d7-4c3e-81ae-d7cbf29ec391,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong wa sekarang banyak iklanya,3,0,2.25.25.73,2025-09-21 12:48:23,,,2.25.25.73
7adde38f-509e-454f-b246-e5327f06176c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-09-21 12:47:36,,,
1fa10c00-88aa-4c4d-8f3c-c83abcc6ef7b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"yg ga aku sukai dari fitur ini tuh selalu minta update, tolong lah buat aplikasi ini ga melulu minta update, hp yg penyimpanan ga muat kalo mau update pasti ga bisa krn udh ga muat, hrs hps aplikasi atau video, jadi buat fiturnya ga selalu tentang update",3,0,,2025-09-21 12:46:01,,,
cc7b3d71-12c3-48e6-ac5c-e63419ea7f9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa washaf sy di spm terus apa ke salahan sy ini,2,0,,2025-09-21 12:44:40,,,
43ae8570-7cf2-4144-a5d1-031c35136f27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya cuma mau bilang jangan keseringan minta diupdate hp saya tidak cukup ruang untuk diupdate, bahkan harus hapus bbrp video, foto, lagu dan aplikasi krn harus cukup ruang untuk di update, mana mbnya banyak banget untuk diupdate huftt",1,0,,2025-09-21 12:42:08,,,
c99a2536-a615-47d8-94ff-1218c1e0ec0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,123 TV,3,0,2.25.21.82,2025-09-21 12:41:15,,,2.25.21.82
83bd077b-7d74-479d-886b-3758fa82017a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"plisss wa balikin gak fitur sedang dalam panggilan lain, gara gara fitur memanggil pas di telpon tapi ceklis 2 saya dikira lagi telponan sama orang lain, balikin lah banyak bug sialan.",1,0,2.25.25.73,2025-09-21 12:41:13,,,2.25.25.73
b06ea3f2-bee0-4f6c-8bfb-ac4b5c467c9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suara bagus,5,0,2.25.25.73,2025-09-21 12:37:47,,,2.25.25.73
eaebd0e2-8396-43e7-8f51-0ecf7ea0d3c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hai, izin ngasih ulasan.. kenapa ya di nomor utama saya yang device nya Samsung galaxy A13 gada fitur filter pas vidio call mau pun foto lewat kamera WhatsApp nya? sedangkan device temen saya yang samsung galaxy A05 ada? tolong diperbaiki.",1,0,2.25.25.73,2025-09-21 12:37:04,,,2.25.25.73
98ee3a23-ca7e-4fbe-b1e4-5d93fbd01354,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong lahh yang hp nya memo dikit jangan dibuat update truss,1,0,2.25.20.82,2025-09-21 12:36:25,,,2.25.20.82
baa95b18-9a17-4a36-a557-c735cc3b41cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk yang bgs,5,0,2.25.25.73,2025-09-21 12:32:16,,,2.25.25.73
e40a6497-5be2-4cc6-9e48-c5a91fa4b166,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,WhatsApp saya sering keluar. sendiri /terblokir padahal nomer masih aktiff di saya,1,0,2.25.25.73,2025-09-21 12:31:50,,,2.25.25.73
1998e70c-4945-4fea-a8db-15ad428b859c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-09-21 12:30:41,,,
0ef32d84-744b-474e-bdc7-0f20f048e94d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apa ini dikit dikit spam chat padhal normal aja wa jangkrik,1,0,2.25.25.73,2025-09-21 12:30:32,,,2.25.25.73
6dbd562d-4509-4a17-8a13-67d76c48f1c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka aplikasi whatsapp ini,5,0,,2025-09-21 12:30:31,,,
643ae27f-e438-44f5-be92-0e3cf81fe752,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku suka dengan ada.nya aflikasi ini sangat mendukung saya 👍,5,0,2.25.18.80,2025-09-21 12:30:28,,,2.25.18.80
fe785eee-00f3-472e-8bea-a5e229a7565d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ce ce ,.,",4,0,2.25.25.73,2025-09-21 12:29:58,,,2.25.25.73
